income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
0,109,10,20,0,6
83000,97,29,76,1,6
77693,65,30,15,0,7
62902,69,14,94,0,2
0,70,5,70,2,1
43386,111,17,35,0,1
29120,72,31,77,0,3
48893,110,9,26,0,3
92931,146,6,38,0,7
15462,115,34,18,0,1
0,62,1,64,0,3
70088,112,0,33,0,1
25558,63,31,11,0,1
0,112,12,93,0,3
0,134,24,51,0,3
36328,155,6,21,0,4
32948,127,20,46,1,2
69114,103,9,68,0,4
45302,133,4,34,0,2
0,88,28,23,0,4
53173,112,30,57,0,4
23904,123,1,67,3,1
63774,111,18,63,0,1
67544,116,2,15,0,3
26691,65,7,51,0,1
0,62,3,44,0,2
58089,118,31,83,0,1
0,136,30,75,0,2
99583,64,35,85,0,2
0,68,28,65,0,1
24410,73,5,51,0,2
68956,118,12,8,2,2
0,73,29,82,0,1
20588,113,6,86,0,7
37840,90,31,9,0,4
43440,74,13,52,0,7
83195,73,18,36,1,1
0,70,18,74,0,3
43209,110,12,16,0,1
37308,115,2,51,0,1
22239,62,34,85,0,1
66106,95,10,25,1,4
97065,117,10,0,0,1
24910,69,12,79,0,3
49414,68,8,82,5,6
61148,132,28,25,0,2
52494,119,5,69,0,7
20538,104,25,64,0,7
0,89,35,22,0,2
73716,103,2,91,0,2
26790,71,4,41,0,1
0,65,31,52,0,1
53252,117,1,76,0,1
24164,137,2,40,0,5
20090,109,10,59,0,2
81721,63,11,5,0,1
18495,113,10,15,0,2
42314,80,23,78,0,3
89892,135,9,6,0,9
0,92,33,41,1,1
0,117,18,84,4,8
21576,65,27,16,0,3
10312,78,10,63,0,1
50632,62,26,42,0,1
0,139,5,29,0,1
97917,67,14,32,5,3
28280,116,7,55,0,9
86195,139,12,10,0,3
89797,106,19,8,0,1
0,63,16,5,0,5
0,192,1,27,0,1
33635,240,1,23,0,2
29790,194,25,49,0,3
44656,70,2,80,0,2
40870,105,3,56,0,2
0,117,8,64,0,1
28363,133,0,35,0,3
94508,88,27,54,0,3
0,64,24,73,0,2
0,124,13,1,0,2
0,77,10,36,1,2
0,116,10,99,0,3
18017,114,23,54,0,9
0,117,15,68,0,2
63741,91,25,15,0,6
57078,113,26,13,1,8
0,67,21,28,0,1
25239,100,30,59,0,7
29227,74,0,83,0,7
60021,99,12,28,0,1
0,73,23,59,0,1
83208,68,10,93,0,4
25983,90,32,43,0,2
25965,65,23,27,0,1
22679,72,25,32,0,4
41186,70,15,29,4,3
0,67,7,4,0,2
29070,61,8,99,2,3
0,63,13,49,0,7
33485,63,6,41,0,1
58206,64,2,56,0,3
87492,62,15,69,0,1
0,98,29,37,0,1
20757,102,6,74,3,9
23449,61,33,2,0,8
0,192,35,34,0,2
60455,104,20,25,0,2
0,89,12,73,4,1
53588,77,10,71,0,1
40870,105,3,56,0,2
0,71,11,68,0,1
0,129,2,69,0,2
45128,72,13,34,0,1
90874,137,18,28,4,3
52823,95,7,15,0,5
26784,67,14,82,0,8
22354,118,27,9,0,2
54420,80,27,0,0,1
50800,112,1,45,0,2
0,87,12,12,1,2
84583,65,6,50,0,2
33701,88,14,22,3,1
0,63,21,27,0,4
68931,66,32,30,0,7
0,105,1,37,0,4
0,115,22,15,1,2
29318,198,29,96,5,1
41503,73,28,69,0,2
0,126,16,69,0,8
0,69,9,68,0,1
25905,63,21,12,0,1
0,116,18,86,0,1
40046,73,10,51,0,1
58577,110,6,62,0,1
70129,103,24,57,1,1
91268,229,32,62,0,5
12902,139,3,51,0,1
62053,134,3,89,0,5
30389,73,34,66,0,4
15585,65,22,24,0,1
23091,96,28,90,5,5
22571,63,29,51,0,9
0,61,0,62,0,1
0,82,14,56,3,1
73976,73,27,84,0,3
30814,87,8,96,0,3
80681,74,31,12,0,1
60934,82,15,64,0,1
0,62,19,3,2,2
80797,64,21,47,0,9
89410,74,11,50,0,1
52728,127,34,34,1,1
43199,61,23,31,0,3
43510,83,8,75,0,1
28909,66,15,66,0,8
0,122,15,47,0,9
71176,91,3,62,2,1
84429,123,11,2,0,6
61613,61,6,20,1,9
68370,80,0,45,0,1
52389,72,29,8,1,9
64478,103,30,92,0,1
59207,116,23,21,0,2
17162,96,15,29,0,1
0,101,1,83,4,1
14973,115,2,75,0,2
56342,69,12,89,0,1
73054,106,34,36,1,2
21586,106,6,5,0,1
0,117,11,63,0,5
24193,185,26,79,0,2
84815,68,9,37,0,2
18495,113,10,15,0,2
36554,70,6,62,1,2
0,68,3,36,0,9
99845,110,23,25,1,8
0,69,13,90,0,3
10853,104,11,18,0,1
23749,77,20,6,0,4
0,69,18,71,2,2
0,88,29,19,0,1
92783,61,1,47,0,6
83502,68,25,36,0,1
83846,74,22,94,3,2
18606,110,12,45,1,1
72191,68,19,48,0,2
57733,66,24,66,0,5
63688,99,28,93,0,6
55855,79,10,71,0,1
60021,99,12,28,0,1
0,73,17,44,0,7
74300,122,23,38,0,2
0,96,6,8,0,1
51747,71,8,71,0,2
28887,73,16,15,2,1
0,189,24,93,0,6
0,68,0,93,3,5
43540,70,29,60,0,1
96961,64,24,99,0,2
32799,104,7,27,0,3
0,101,12,38,0,1
72540,88,7,3,0,2
35173,180,24,9,2,1
65431,69,7,90,0,1
0,100,20,48,0,6
0,72,23,7,0,3
0,84,35,42,0,2
40672,121,28,99,0,3
52583,113,12,59,0,7
64816,69,30,33,0,7
36685,74,15,25,0,5
0,136,20,98,3,6
77143,125,5,49,3,2
60942,64,11,56,0,1
0,61,12,77,0,2
21514,62,0,59,0,2
25927,103,6,20,0,1
25965,65,23,27,0,1
27688,92,8,86,0,9
75490,97,33,20,0,7
33871,136,2,23,0,2
0,65,27,37,2,1
85470,109,23,31,0,6
97095,70,4,8,0,5
73604,114,15,89,0,1
0,112,13,33,0,1
40646,103,22,6,0,8
74454,71,25,29,0,3
18168,87,25,50,0,1
0,89,4,86,0,7
0,66,4,6,2,2
43597,110,20,24,0,6
0,140,15,87,0,1
66825,69,11,47,0,2
0,62,1,9,5,2
0,74,13,42,1,1
22448,126,20,32,0,2
42596,96,8,82,0,2
0,70,3,35,0,5
97868,70,5,22,1,3
92921,112,35,49,0,1
41372,64,21,32,0,1
26660,63,23,40,0,8
58851,79,11,33,1,2
95697,107,29,29,0,9
0,112,16,12,0,1
0,84,4,52,1,4
81741,64,10,94,0,8
48295,63,25,96,0,8
65538,72,24,86,0,3
53997,69,26,3,0,3
93272,95,3,54,0,1
68899,74,6,60,0,1
0,67,20,14,0,2
0,97,31,43,0,7
54950,103,25,75,0,7
96306,95,12,17,1,6
70342,96,3,99,1,1
72421,65,8,23,0,1
0,132,5,88,3,1
77748,72,1,51,0,1
19096,64,17,5,0,3
73876,112,19,71,0,8
0,237,1,29,0,5
20742,100,17,52,0,2
44804,114,15,13,0,1
52993,64,16,86,0,2
49185,61,11,92,0,8
69240,194,16,29,0,2
26877,131,5,2,0,1
82828,67,14,36,1,2
99824,63,1,56,0,1
30352,89,21,13,0,2
0,69,7,68,0,1
27681,83,13,62,0,9
85478,103,29,15,0,6
94310,70,1,76,4,1
13663,97,1,66,0,2
10384,151,5,72,0,5
17272,93,30,58,0,1
64367,104,2,14,0,9
47519,96,21,2,0,4
26263,85,11,31,0,2
0,63,30,34,0,2
0,93,2,70,0,9
77309,83,22,6,0,1
50876,61,13,60,0,1
20284,65,14,84,1,3
22567,69,6,12,0,1
63546,64,1,53,0,1
0,89,0,12,0,5
28137,65,23,2,0,1
22608,77,5,10,0,1
92296,69,4,65,0,1
0,69,9,72,5,3
12430,73,22,13,0,4
0,116,19,99,0,1
50470,71,1,87,0,8
44788,61,6,48,0,2
52423,119,2,80,1,2
29696,139,17,41,0,3
26884,89,11,84,0,1
64388,69,12,51,0,1
0,61,13,37,0,2
34498,83,30,72,0,7
73060,108,9,78,0,2
0,63,8,83,0,1
61337,105,35,46,0,9
0,73,28,8,0,3
59496,88,22,64,0,1
0,180,4,45,0,6
37813,78,4,26,1,5
55907,104,23,64,0,2
80480,72,6,55,0,7
72734,66,7,96,0,2
0,72,27,60,0,1
36548,76,10,95,0,1
62113,104,1,0,0,1
0,67,7,75,0,5
41252,109,25,31,0,1
61139,76,4,16,0,4
26744,68,16,61,0,1
0,132,17,34,0,3
74640,66,0,44,0,2
88126,64,27,71,1,1
55005,70,31,39,1,1
33190,123,1,95,0,4
0,71,4,64,4,2
0,117,0,42,0,1
0,97,31,34,2,9
0,64,0,8,1,1
25226,71,13,97,1,4
63398,83,29,46,0,1
30092,108,33,90,0,9
37876,69,13,15,0,1
12201,84,14,63,0,4
37970,115,8,44,0,3
28898,67,15,85,0,1
23845,61,33,34,0,1
62810,187,14,22,1,1
65773,89,24,35,4,1
0,69,1,25,0,4
0,86,29,45,0,2
0,95,14,15,1,1
41479,94,14,38,1,1
72433,126,34,48,0,1
74586,103,14,19,0,2
0,234,11,26,0,7
67326,69,17,32,0,2
25285,114,12,84,0,2
15871,89,20,19,0,4
38795,82,30,41,1,3
24882,72,13,20,0,8
33169,128,33,14,0,1
86305,62,1,99,0,5
0,112,31,21,0,1
32210,103,16,97,0,1
69090,139,24,11,0,5
0,63,23,88,0,3
83308,73,3,81,1,7
39034,68,10,55,0,2
46750,82,20,74,1,3
39786,91,2,91,1,9
56788,108,22,34,5,7
90156,114,16,6,0,1
63867,89,21,4,1,3
83413,118,0,1,0,1
0,118,2,48,0,1
36116,171,27,33,2,2
56342,69,12,89,0,1
55542,117,1,76,0,5
58466,66,7,79,1,2
12964,65,2,37,0,4
43412,94,33,38,0,1
82611,74,23,87,1,1
28915,76,10,49,0,2
0,207,13,68,0,6
0,70,19,27,0,1
91774,81,4,21,0,1
27972,61,7,38,0,1
0,96,11,16,0,2
0,122,22,14,2,9
77857,64,0,99,0,9
0,62,18,34,0,3
56502,74,15,78,0,1
95018,97,21,81,0,1
23705,122,33,2,4,1
72333,70,10,20,0,1
0,107,22,96,0,4
47622,80,15,13,0,7
0,105,33,7,0,3
79632,106,7,72,1,3
16154,62,31,45,1,2
72211,73,12,1,0,1
70892,76,21,32,0,5
49367,63,16,40,0,9
68086,194,34,6,0,3
90353,70,3,64,0,7
49558,115,1,73,0,1
93485,72,31,40,0,2
10629,74,17,15,0,8
10237,72,31,97,0,1
87517,112,1,28,1,1
23241,70,11,14,0,9
60861,66,8,82,0,4
21726,104,20,79,0,8
36313,67,3,38,2,9
29160,87,25,62,0,1
0,99,15,79,0,5
0,188,5,67,0,1
48139,63,9,41,0,9
0,76,28,55,5,3
13688,84,25,2,0,8
0,73,16,77,0,9
27649,63,3,63,0,2
24191,80,11,32,0,1
0,71,11,77,0,1
58493,67,13,53,0,4
82477,90,1,69,0,1
88663,79,20,86,0,7
74057,109,27,24,0,1
0,63,2,82,2,8
52342,66,28,28,3,2
42012,63,13,84,0,1
56021,69,20,38,0,2
35124,137,18,46,0,2
0,62,4,49,1,1
0,125,8,55,0,1
37202,93,30,86,0,1
65985,71,3,47,5,4
87771,74,8,9,4,2
63624,115,10,40,2,2
80192,129,8,69,0,9
35945,105,14,25,0,1
93004,63,31,2,0,2
0,89,4,24,0,4
71210,214,8,89,1,2
99159,190,7,14,0,5
81491,72,21,24,0,3
99875,108,12,37,0,2
51705,139,26,79,0,1
39837,201,11,63,0,2
31421,81,5,95,0,2
81531,135,23,50,0,1
25134,67,3,0,0,6
37386,97,1,4,0,3
0,66,16,35,4,1
99553,68,14,85,0,6
0,161,19,71,0,9
70705,69,31,61,2,6
22724,69,21,39,0,1
26320,111,3,92,0,9
0,69,7,90,0,8
0,70,24,10,0,1
88218,99,9,25,0,2
25180,70,21,44,0,9
48091,108,30,66,0,9
92539,100,1,55,0,1
40658,61,24,79,1,1
75453,112,6,90,0,1
94003,64,14,39,0,1
31737,218,17,2,0,3
0,70,24,10,0,1
0,71,2,94,1,1
0,114,0,75,0,1
48885,190,31,90,0,9
0,79,14,22,0,2
86305,62,1,99,0,5
28909,66,15,66,0,8
0,123,35,38,1,3
26140,84,23,37,1,1
35095,73,25,56,0,2
31678,63,7,3,0,1
28245,62,0,16,0,2
0,72,0,97,0,2
19168,106,12,54,1,2
22705,239,19,59,0,7
86481,65,9,69,0,2
38008,68,12,40,4,2
63032,61,5,79,0,1
27228,129,19,61,4,1
0,68,5,4,1,2
13424,71,30,78,0,1
59098,110,31,73,0,3
16181,181,22,79,0,8
95697,107,29,29,0,9
26806,63,32,19,0,2
30595,69,22,36,0,2
88079,61,16,37,0,3
99803,71,1,67,0,2
0,118,26,43,0,2
0,191,27,49,0,3
36283,68,14,63,1,1
66991,115,1,71,0,1
34322,70,20,46,2,1
44855,63,3,71,1,1
97729,115,4,48,1,7
48263,104,2,32,0,1
68343,79,20,78,0,2
76847,118,16,52,0,3
35795,65,25,53,0,1
0,71,1,29,0,2
53074,61,5,86,0,1
0,63,13,48,0,1
28743,112,9,13,0,3
81839,65,23,39,1,4
14030,72,11,3,0,1
32764,61,30,23,0,1
74775,95,18,35,0,1
53503,114,3,43,0,7
34455,135,8,69,0,2
52198,74,2,62,0,1
64429,133,1,58,2,2
44788,61,6,48,0,2
30130,110,22,12,0,2
0,65,34,84,0,1
0,275,3,64,1,1
34337,113,20,44,0,9
22276,111,19,73,1,2
52980,64,33,93,0,1
97736,74,19,22,0,2
0,67,0,14,0,1
0,73,18,16,1,2
68727,94,19,76,0,1
71391,67,29,39,0,2
62271,63,30,52,0,3
0,187,1,7,0,2
0,86,12,96,0,8
0,76,8,44,0,3
28506,104,27,37,0,1
0,86,17,35,0,1
0,94,14,17,0,2
94161,69,0,65,0,4
33345,102,34,37,0,2
64195,158,0,27,4,6
0,138,1,34,0,2
67414,68,7,37,0,8
33176,63,22,75,0,3
0,139,5,56,0,2
56779,86,21,16,0,3
40810,114,8,14,0,2
30622,68,22,86,0,2
14119,67,4,53,0,2
77237,283,33,93,0,2
24980,71,34,14,0,2
66676,97,0,40,0,1
0,69,4,83,1,2
0,69,30,97,0,2
0,82,24,21,0,2
41853,71,17,51,0,3
23815,73,4,47,0,2
22885,73,20,46,0,1
32630,66,26,40,0,3
18577,86,21,76,0,6
75952,73,5,17,0,3
96390,73,17,47,0,2
25680,73,10,93,0,2
0,112,17,29,0,7
51504,220,30,99,0,2
0,74,15,9,3,1
41456,73,11,19,0,1
44368,80,5,72,0,3
70961,85,19,8,0,2
21986,63,1,9,0,1
0,83,14,22,0,1
33514,105,33,2,0,2
60230,98,13,91,0,1
0,70,17,47,1,1
40818,66,6,3,0,6
37937,116,11,42,0,5
64571,89,34,91,0,6
0,126,29,61,0,3
21988,209,12,62,0,2
0,95,12,5,0,1
24672,93,9,44,0,9
0,74,26,95,1,1
0,96,1,79,0,2
72878,61,0,58,2,2
88340,102,16,1,0,2
52278,73,31,91,0,3
12902,139,3,51,0,1
99816,86,0,0,0,1
26554,68,18,86,1,1
77485,77,0,87,0,1
22537,64,24,87,1,2
76522,71,31,71,0,6
0,64,22,34,3,1
22886,65,9,81,0,3
0,115,1,34,0,1
25506,65,10,16,0,1
0,110,7,70,0,1
0,98,19,17,1,2
0,191,22,38,0,1
0,72,18,91,0,9
96357,71,4,69,1,1
16266,100,11,23,0,2
76516,95,13,15,0,9
20484,61,3,89,0,1
40215,64,11,22,0,3
22854,122,28,53,0,2
0,118,6,34,1,1
55217,107,9,9,2,9
76276,86,24,19,0,2
47918,62,2,51,0,1
0,73,35,52,3,5
43499,80,8,44,0,1
0,72,14,58,0,1
0,71,11,21,3,2
21497,128,31,58,0,1
27972,61,7,38,0,1
20942,84,12,59,0,2
0,71,31,52,0,4
74298,177,9,81,0,1
23339,138,8,31,0,1
77031,125,17,17,0,1
31739,71,10,29,0,2
0,66,4,30,0,5
25236,89,2,26,0,1
0,103,25,16,1,1
40964,74,7,57,0,8
40896,109,3,61,0,1
95733,72,19,82,0,3
39161,71,8,84,3,1
84551,72,10,82,0,5
12843,111,6,47,0,3
71551,62,10,19,0,1
0,71,2,5,0,1
77835,74,2,30,1,4
16764,61,13,79,0,7
39007,105,29,16,0,2
20290,113,6,75,0,3
46182,65,23,27,0,2
11920,74,20,27,0,7
97162,86,0,63,0,1
42743,117,5,86,1,6
0,64,18,59,0,2
0,87,4,4,3,1
85789,105,18,54,2,2
0,82,24,86,0,2
31349,93,10,32,0,1
37256,62,15,7,0,2
0,69,2,76,0,3
0,102,27,29,0,5
58166,67,3,19,0,1
0,63,4,55,1,3
97361,73,6,85,0,2
51937,193,5,40,0,9
75921,106,32,4,0,1
92766,71,17,15,0,2
12964,65,2,37,0,4
48117,88,4,51,0,3
0,77,17,41,0,2
0,118,18,66,1,2
66152,111,14,18,0,1
31093,64,1,22,0,1
0,107,15,58,1,1
0,166,4,49,0,4
19121,95,1,18,0,1
0,65,11,46,0,3
68563,131,6,44,1,3
24726,92,18,75,1,5
0,97,31,24,0,3
51991,73,4,95,0,1
0,118,25,29,0,7
89096,111,1,50,0,3
23031,148,26,76,0,2
29540,73,3,23,0,2
58557,88,4,83,0,1
88816,70,33,9,0,1
0,61,2,61,0,2
61809,72,9,21,0,1
58452,186,7,13,0,5
57161,127,20,92,0,1
0,65,11,69,0,1
90083,71,23,47,0,1
57693,76,16,56,0,3
0,69,16,42,0,2
44368,80,5,72,0,3
68727,72,15,49,0,2
40564,97,0,36,0,2
51066,74,23,0,0,8
0,92,30,81,0,2
90551,61,28,4,4,2
0,67,16,45,0,5
21353,80,28,21,0,1
0,102,25,48,0,1
55350,67,0,13,0,9
80321,105,25,1,0,2
94230,137,21,82,0,1
53305,63,32,73,0,4
55593,182,10,48,1,9
0,165,27,38,0,1
0,94,12,3,0,2
0,87,3,43,0,1
22158,74,8,92,0,1
81605,67,7,74,0,1
62219,69,7,73,0,4
15587,71,11,48,0,1
0,84,18,25,1,4
0,116,7,57,0,2
28505,88,0,93,0,2
25918,104,7,30,0,2
0,261,33,44,0,1
34137,62,6,9,0,2
21839,137,2,70,0,8
20978,98,19,96,1,1
83392,71,30,80,0,3
73661,128,34,47,0,3
49793,121,3,55,0,1
0,65,3,71,0,1
91890,107,30,28,0,7
0,65,16,61,0,9
11885,101,18,39,0,2
43000,109,27,9,0,2
90043,63,12,21,0,2
0,72,34,46,0,2
48567,130,12,15,0,1
27510,159,5,28,3,1
59124,70,18,31,2,1
0,119,20,89,3,1
56531,170,34,24,3,1
0,139,2,33,1,2
45277,191,19,0,0,2
0,65,12,57,3,1
0,73,18,45,0,5
22886,65,9,81,0,3
66685,67,35,50,2,2
65775,72,16,98,0,4
52972,74,3,68,0,1
52979,72,14,53,0,4
55436,67,7,44,0,2
32116,132,10,42,0,1
56070,74,5,73,0,2
0,62,32,31,0,3
0,116,12,76,1,2
93621,100,16,20,0,1
79192,70,11,74,0,1
96853,98,34,68,0,2
0,83,25,91,4,1
75121,73,12,22,0,6
0,117,2,41,0,1
69959,63,9,3,0,2
81400,104,6,19,0,2
0,98,33,87,1,1
67523,72,35,21,0,7
62366,108,22,87,0,8
67134,131,5,63,1,6
41479,94,14,38,1,1
29697,66,0,58,4,1
58577,110,6,62,0,1
0,106,7,44,0,4
51144,61,28,32,1,9
29587,76,25,4,0,3
0,157,17,1,0,2
71499,112,25,61,0,5
0,106,23,45,0,5
0,126,4,59,0,2
75740,64,13,11,0,1
53262,62,11,18,4,2
75180,77,15,30,3,1
31196,62,26,57,4,9
0,186,0,67,2,5
34505,106,13,44,0,9
0,82,14,27,2,2
0,97,1,40,0,2
37937,116,11,42,0,5
21897,139,19,67,0,2
55994,92,19,75,2,2
24067,132,12,2,0,6
43630,99,33,30,0,3
23811,130,20,8,0,1
0,62,11,45,0,1
0,100,17,21,2,4
0,124,6,34,0,1
50562,79,19,34,0,9
21514,62,0,59,0,2
80355,187,24,92,1,2
64125,108,3,44,0,3
83800,62,11,44,0,1
23840,64,32,66,0,7
54834,72,23,13,0,8
80277,112,6,40,1,2
88430,66,7,17,1,2
26255,88,21,4,0,3
0,95,16,1,0,1
95715,119,0,52,2,2
0,70,22,67,3,1
32437,69,4,73,0,1
22726,65,25,73,0,3
58092,72,7,56,1,2
83365,109,27,7,1,4
12153,69,23,9,1,8
74028,118,10,16,0,2
52707,90,33,66,1,6
47451,87,0,31,1,6
19864,63,22,96,0,1
28513,100,4,22,1,2
26242,74,5,69,0,1
55067,110,3,21,1,2
62291,100,1,53,0,3
25048,167,0,11,0,5
16654,79,23,31,0,7
26887,113,32,67,0,2
22784,70,11,68,0,2
49345,69,10,12,0,7
0,70,4,63,0,2
34307,92,33,62,2,1
0,95,19,41,1,9
44096,72,28,65,1,2
43204,64,31,19,3,1
0,92,3,7,0,2
0,117,13,69,0,1
78596,118,1,70,0,1
38925,112,10,48,0,1
0,119,9,8,0,3
21885,108,7,29,0,1
48345,67,7,1,0,7
77993,62,26,10,0,1
25748,90,9,23,0,1
22520,73,17,64,0,3
0,95,1,69,0,2
0,73,6,11,0,1
75986,115,11,44,0,3
0,205,14,63,0,4
58542,114,29,82,0,2
43640,64,10,99,2,3
86901,72,24,73,0,2
94115,74,28,41,0,8
0,125,22,80,0,9
65375,65,9,84,0,3
44341,105,15,56,0,2
24378,188,18,34,0,5
93489,84,16,72,0,1
69161,97,19,71,0,8
60774,154,13,7,0,5
0,101,1,83,4,1
54008,67,18,90,0,2
0,74,15,61,0,2
44619,68,35,45,0,1
16476,101,29,25,0,1
73359,94,17,24,0,2
25949,104,0,28,0,3
62018,73,2,59,0,1
41433,183,24,40,0,9
0,238,29,90,1,4
68931,66,32,30,0,7
0,141,25,27,0,3
0,104,24,49,0,6
0,64,35,59,0,1
98044,73,5,53,0,2
91354,68,30,26,0,2
0,109,5,20,4,7
15083,115,25,14,0,2
0,61,21,24,0,2
0,107,15,63,0,8
0,80,30,96,0,2
0,67,15,75,3,1
22955,92,6,23,3,2
0,69,5,26,0,2
51641,63,8,80,1,1
10211,119,7,16,0,7
0,68,13,11,0,1
0,80,31,67,0,1
33806,89,32,59,0,2
50269,80,15,88,0,3
18375,103,8,50,0,1
24133,68,20,42,0,2
88375,77,23,11,0,3
88997,72,9,71,0,3
0,125,2,84,0,1
23402,61,29,38,0,7
46396,103,11,79,1,2
0,96,28,62,0,4
0,102,34,37,0,3
33175,66,31,76,0,2
63885,114,0,17,0,8
92766,71,17,15,0,2
45515,61,14,33,0,9
0,115,21,46,0,2
37703,70,11,51,0,1
0,68,9,1,0,6
0,122,8,32,0,6
64987,66,17,90,0,1
73180,64,27,43,0,3
92766,71,17,15,0,2
0,119,29,54,2,1
50071,71,3,32,0,1
53058,91,16,44,4,3
0,127,11,86,0,3
16370,74,4,54,0,2
70521,63,13,26,0,2
58007,81,23,71,0,2
31670,179,33,3,0,1
0,112,12,93,0,3
0,70,28,26,0,2
62534,68,10,1,0,2
26790,71,4,41,0,1
0,95,13,20,0,5
56178,94,1,39,0,1
28646,61,11,50,0,1
31267,129,4,45,0,2
78250,114,7,66,0,6
0,153,25,5,0,1
65636,67,15,72,0,2
43177,103,34,74,0,1
26733,66,7,55,0,5
12590,73,22,1,0,2
33481,188,28,46,0,2
0,80,25,80,0,2
25752,73,28,85,0,2
27982,87,15,74,0,1
29445,68,0,31,0,9
47455,61,1,61,0,1
64125,108,3,44,0,3
56830,83,6,27,0,9
58236,108,22,92,0,2
54289,62,32,13,0,2
0,66,16,77,0,2
47482,93,19,45,0,3
60244,83,3,72,3,1
20867,71,0,79,0,1
98138,93,30,10,1,2
0,81,6,49,0,2
20327,74,26,44,0,1
11828,90,18,84,0,2
50695,71,31,30,0,5
0,107,14,90,0,3
98693,61,7,57,0,3
54507,138,20,11,0,1
89703,126,6,54,0,1
0,71,9,6,0,3
0,67,19,82,1,3
70882,69,20,50,0,2
60817,103,3,79,1,1
72257,90,28,61,0,2
90008,137,13,3,0,2
93987,65,9,1,0,1
81872,115,10,55,0,2
60221,67,3,17,0,2
33651,69,21,37,1,2
0,61,22,94,0,2
75741,109,31,59,0,7
38086,96,17,10,0,7
38725,64,12,58,0,2
20132,86,5,61,3,2
0,105,0,47,0,2
44299,106,25,76,5,2
98917,139,18,21,0,1
91535,67,35,13,1,2
53484,70,12,12,0,2
45318,103,17,27,0,8
46897,70,16,47,0,3
40135,80,29,70,0,1
38606,68,16,99,0,3
56550,73,22,41,3,2
61146,65,7,68,0,6
36409,66,26,33,0,2
90035,80,28,38,0,3
39669,98,13,63,0,2
57963,61,11,63,0,1
81872,115,10,55,0,2
25965,65,23,27,0,1
59662,85,6,76,0,1
27906,102,5,57,0,1
51032,83,5,56,0,1
83771,133,26,18,0,1
57052,115,7,56,1,4
51510,106,11,17,0,1
34819,61,0,31,0,6
31189,122,18,10,0,2
32180,103,3,28,0,1
27500,114,25,47,0,2
67018,94,11,17,0,4
0,77,32,0,0,1
0,199,7,93,0,2
33588,62,2,64,0,2
56270,83,23,2,0,4
82800,70,12,94,0,2
0,68,2,70,0,2
63891,119,13,13,0,1
43946,133,13,83,0,2
62039,68,8,30,1,8
60475,107,9,18,0,1
70279,71,17,25,0,7
0,93,4,63,0,1
66676,97,0,40,0,1
12048,77,6,46,0,1
0,68,29,91,0,6
0,68,34,37,0,6
36094,99,28,50,1,5
0,61,0,31,0,2
63328,89,19,19,0,9
0,112,6,0,0,1
36121,118,7,91,0,4
56005,68,31,30,1,3
48597,71,12,63,5,1
0,81,21,37,0,4
42540,70,15,52,0,2
87544,109,28,92,1,3
26292,80,1,81,2,2
42696,228,17,50,0,9
88009,71,29,21,0,1
0,97,27,17,0,1
0,66,16,35,4,1
16181,181,22,79,0,8
0,62,20,88,0,6
75438,136,11,97,0,1
0,73,25,5,0,1
27681,83,13,62,0,9
23444,196,7,62,0,2
63684,68,6,87,0,1
61737,107,21,65,0,1
0,113,32,66,0,2
52373,111,2,37,0,9
58213,79,22,50,0,1
74142,83,24,60,0,1
0,109,31,74,0,3
49746,111,4,85,3,1
0,129,13,4,0,7
0,104,35,79,0,3
39854,66,6,4,0,7
36650,69,2,70,1,1
32756,93,18,67,0,2
36268,86,2,22,1,2
23815,73,4,47,0,2
0,107,3,65,0,3
39188,74,9,2,0,3
58089,118,31,83,0,1
62120,74,5,39,0,8
26540,69,15,4,0,1
28215,65,15,26,0,3
61675,123,35,54,0,2
0,100,16,36,0,2
69600,74,35,28,0,1
40982,62,6,88,0,1
74015,72,12,61,0,6
0,94,6,61,0,1
0,79,28,94,0,1
29439,146,4,10,0,2
0,108,26,94,0,4
74015,72,12,61,0,6
67881,79,6,70,0,4
96162,97,9,91,0,4
39049,63,30,34,0,2
29808,105,18,38,1,3
65727,134,14,15,0,6
0,62,30,29,1,1
22283,65,16,93,0,1
37435,105,3,22,0,1
27756,71,6,52,0,8
86876,68,9,3,0,2
0,114,21,41,0,4
34062,91,23,51,0,3
0,73,17,44,0,7
0,69,7,10,0,1
78358,128,6,75,0,3
12222,67,8,70,1,1
41247,64,17,6,0,1
13663,97,1,66,0,2
25531,74,27,52,0,1
58643,74,33,58,0,3
48107,190,6,34,2,2
18643,119,34,41,0,5
0,102,13,89,0,2
58645,110,15,44,0,2
95058,177,11,90,0,1
0,87,16,83,0,8
19715,66,25,11,4,5
68787,66,7,64,0,1
29056,66,19,2,0,2
47829,117,23,37,1,1
13128,118,11,21,0,1
58946,121,5,87,0,1
31614,71,26,69,0,4
44667,65,25,53,0,2
0,111,33,76,0,1
91512,189,6,86,0,1
26540,69,13,65,1,5
0,103,35,76,0,1
38798,72,24,48,0,1
0,117,0,6,0,4
65629,64,21,28,0,3
33291,73,30,2,1,2
57264,84,0,30,1,2
60970,110,20,10,0,2
34220,109,23,71,1,1
88997,72,9,71,0,3
18779,63,10,65,0,4
50825,102,3,46,0,3
0,86,18,41,0,1
29218,72,33,40,0,2
95697,61,16,55,0,1
61486,70,2,65,0,3
0,68,6,25,0,2
17723,72,3,40,0,3
