,effective_to_date,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
526,2011-02-08,24445,63,18,15,0,2,302.4
527,2011-02-25,72302,66,6,27,0,1,316.8
528,2011-02-11,27208,102,10,65,0,1,489.6
529,2011-01-03,36650,69,2,70,1,1,56.60333
530,2011-01-04,30855,68,7,15,0,7,259.060862
531,2011-01-27,0,95,13,20,0,5,456.0
532,2011-01-27,99960,76,19,83,0,4,364.8
533,2011-02-13,0,98,1,15,0,2,470.4
534,2011-01-08,55873,88,30,19,0,6,299.356083
535,2011-02-26,18052,111,5,71,0,1,699.1679
536,2011-02-01,28937,104,28,23,2,6,117.959654
537,2011-01-16,0,86,34,80,0,5,545.240341
538,2011-02-28,0,73,9,94,0,2,350.4
539,2011-02-06,12829,118,33,1,0,9,328.231432
540,2011-02-02,92163,73,3,79,0,6,66.568642
541,2011-01-06,17588,192,24,92,0,2,1382.4
542,2011-02-11,82302,106,11,92,0,1,722.178166
543,2011-01-13,0,127,19,40,0,2,609.6
544,2011-02-25,70340,113,5,56,0,1,542.4
545,2011-02-06,0,74,35,59,0,1,532.8
546,2011-02-05,50825,102,3,46,0,3,369.614729
547,2011-01-19,93459,99,9,85,0,5,655.41333
548,2011-01-25,86148,65,19,51,2,4,312.0
549,2011-01-17,27048,72,5,85,0,4,345.6
550,2011-02-27,73259,115,7,31,0,4,673.34265
551,2011-02-14,35482,129,21,59,0,3,619.2
552,2011-01-17,29462,107,28,23,1,1,513.6
553,2011-02-15,67801,115,12,45,1,1,23.810491
554,2011-01-19,0,94,34,59,4,1,451.2
555,2011-02-07,16042,73,33,58,0,9,350.4
556,2011-01-27,28056,64,32,41,1,8,307.2
557,2011-01-09,16495,85,25,75,3,1,408.0
558,2011-02-08,41163,108,11,66,0,3,231.922173
559,2011-02-06,0,161,3,71,1,9,772.8
560,2011-01-05,33799,109,28,52,3,2,664.980242
561,2011-01-01,0,61,17,71,3,2,292.8
562,2011-02-28,87747,147,3,87,1,1,46.492039
563,2011-02-09,35695,90,2,7,0,1,432.0
564,2011-01-27,90985,87,33,39,0,1,78.085149
565,2011-01-06,0,101,19,16,0,1,564.466556
566,2011-01-19,66839,154,33,24,0,1,739.2
567,2011-01-15,0,165,16,43,0,3,792.0
568,2011-01-14,79090,107,2,74,0,3,289.040734
569,2011-02-12,24825,64,34,44,0,1,155.938593
570,2011-01-23,26806,63,32,19,0,2,302.4
571,2011-01-21,56835,67,25,16,0,3,326.549425
572,2011-01-24,0,88,12,54,0,6,653.65668
573,2011-02-25,46135,69,12,68,0,1,103.935601
574,2011-01-03,0,73,21,87,0,4,809.532341
575,2011-02-01,22862,67,9,40,0,2,321.6
576,2011-02-04,21450,110,8,80,2,3,528.0
577,2011-01-22,95854,65,16,78,0,1,312.0
578,2011-02-19,44897,99,22,46,1,7,580.72531
579,2011-01-14,54040,103,14,88,0,4,59.987126
580,2011-02-10,53265,62,12,27,0,3,238.005074
581,2011-02-22,0,198,18,55,1,1,1577.674417
582,2011-01-05,43817,62,25,12,1,2,245.447622
583,2011-02-27,54780,88,22,72,3,5,135.26125
584,2011-01-24,0,119,9,8,0,3,571.2
585,2011-01-13,67798,69,1,78,0,9,331.2
586,2011-01-03,21442,118,32,84,0,3,566.4
587,2011-02-17,27615,62,19,18,1,1,297.6
588,2011-01-02,17622,65,1,36,1,3,312.0
589,2011-02-25,50200,135,23,98,0,1,637.063458
590,2011-02-21,0,112,3,51,2,1,537.6
591,2011-02-24,0,96,31,34,0,1,460.8
592,2011-02-27,73570,70,0,46,1,1,75.936096
593,2011-02-10,0,111,4,85,0,1,799.2
594,2011-02-02,0,106,11,15,0,6,603.058114
595,2011-01-29,36631,62,30,77,0,1,67.530904
596,2011-01-29,35895,73,11,51,0,1,312.921256
597,2011-02-26,40864,109,16,70,1,1,166.937747
598,2011-01-08,0,118,15,77,0,4,566.4
599,2011-02-05,93018,63,5,90,0,3,135.382194
600,2011-02-13,70014,62,6,4,0,2,17.742954
601,2011-02-25,48875,61,20,9,0,1,1.838367
602,2011-02-05,67969,74,11,14,0,2,197.776009
603,2011-02-14,0,108,8,55,0,2,612.102262
604,2011-01-23,68665,69,33,67,0,7,331.2
605,2011-01-01,26802,66,7,43,1,5,316.8
606,2011-02-20,0,110,6,37,0,6,1193.036154
607,2011-01-29,45345,125,0,73,0,2,600.0
608,2011-02-20,17101,113,1,88,0,2,542.4
609,2011-02-07,32051,193,4,40,1,1,926.4
610,2011-02-22,81139,74,22,69,0,3,392.6364
611,2011-01-02,63834,100,23,19,1,3,215.226476
612,2011-01-05,37548,81,12,9,0,3,160.598662
613,2011-01-07,0,69,28,28,3,2,371.803029
614,2011-01-02,72421,65,8,23,0,1,312.0
615,2011-01-17,83102,116,15,35,0,1,443.670399
616,2011-01-21,28432,118,1,59,0,2,612.300581
617,2011-02-22,83707,108,2,72,0,7,290.391526
618,2011-02-04,63259,65,25,14,0,7,316.795337
619,2011-02-07,0,67,18,73,0,8,405.527937
620,2011-01-20,63860,62,26,81,0,1,208.598246
621,2011-02-22,67176,72,20,90,0,9,345.6
622,2011-01-01,86132,68,30,10,0,3,301.437365
623,2011-02-14,28519,66,1,56,0,1,456.473115
624,2011-01-28,39102,88,11,98,0,2,152.338562
625,2011-01-22,0,89,17,56,0,1,491.755368
626,2011-01-30,97298,128,16,38,0,2,48.517439
627,2011-01-18,41986,84,25,31,2,5,430.375049
628,2011-02-22,0,88,6,47,0,2,633.6
629,2011-01-03,17291,73,3,25,0,5,350.4
630,2011-01-10,0,74,0,52,0,2,246.489123
631,2011-01-28,37256,62,15,7,0,2,128.969729
632,2011-02-20,96306,95,12,17,1,6,185.355353
633,2011-01-05,14290,271,20,40,0,1,1300.8
634,2011-02-28,37038,71,6,97,1,1,9.071305
635,2011-02-18,90760,103,5,7,2,1,133.475315
636,2011-01-07,20668,188,34,54,3,2,902.4
637,2011-02-04,54480,67,19,91,0,1,321.6
638,2011-02-24,16244,68,4,85,0,1,623.223617
639,2011-02-26,22436,89,24,21,0,3,427.2
640,2011-02-13,25544,68,18,30,0,1,326.4
641,2011-02-13,28728,67,8,10,0,1,321.6
642,2011-02-27,57449,103,6,28,0,2,494.4
643,2011-02-06,83318,73,21,42,0,1,211.336937
644,2011-01-29,55561,63,2,79,0,2,227.872071
645,2011-01-19,0,102,18,32,5,1,862.762957
646,2011-01-03,55308,107,17,74,0,6,513.6
647,2011-01-16,36068,97,0,10,0,2,113.367765
648,2011-02-27,48804,112,1,4,1,2,537.6
649,2011-01-24,0,131,6,52,0,6,943.2
650,2011-02-22,55790,111,4,40,0,9,117.672722
651,2011-01-09,70258,69,20,65,0,2,225.145949
652,2011-01-27,0,95,13,20,0,5,456.0
653,2011-01-06,47274,83,32,26,1,5,182.432565
654,2011-02-28,0,78,27,10,0,8,644.755653
655,2011-01-09,0,73,26,84,0,3,525.6
656,2011-02-09,15818,107,24,99,0,2,333.886816
657,2011-01-16,44552,137,7,42,0,3,311.103582
658,2011-01-14,64348,86,25,18,0,1,212.391975
659,2011-02-26,0,62,27,53,0,2,297.6
660,2011-01-31,88997,72,9,71,0,3,174.041566
661,2011-01-24,77411,67,30,63,0,1,257.900458
662,2011-01-20,10312,78,10,63,0,1,486.278557
663,2011-01-01,0,72,4,11,1,7,345.6
664,2011-01-08,96263,103,5,5,0,1,1.924709
665,2011-02-03,28919,72,18,11,0,1,518.4
666,2011-01-02,0,68,2,28,1,4,326.4
667,2011-01-06,41869,64,5,52,0,6,262.12205
668,2011-01-15,0,128,5,76,0,8,921.6
669,2011-01-29,32808,68,1,88,1,1,541.695658
670,2011-02-14,79780,68,11,58,0,2,326.4
671,2011-01-02,91025,112,26,37,0,9,327.682669
672,2011-01-02,33043,95,15,90,0,1,456.0
673,2011-02-22,69442,118,26,6,3,3,1265.570302
674,2011-01-15,0,70,18,47,0,1,63.043197
675,2011-02-14,0,70,25,48,0,9,336.0
676,2011-02-18,47234,65,11,34,0,1,15.631363
677,2011-01-12,86863,92,27,26,0,3,441.6
678,2011-01-16,25805,66,25,0,2,2,375.866091
679,2011-01-23,43676,76,19,7,0,3,364.8
680,2011-01-07,59855,74,30,82,4,1,355.2
681,2011-01-04,35296,126,19,11,0,2,452.616872
682,2011-01-03,36576,125,11,73,1,3,113.450122
683,2011-01-19,28513,100,4,22,1,2,480.0
684,2011-01-28,85448,72,16,76,0,3,16.03451
685,2011-01-24,23791,110,11,71,3,7,615.27228
686,2011-01-08,20597,112,31,46,0,1,615.256301
687,2011-02-23,56940,87,11,10,0,9,512.66245
688,2011-01-16,93210,71,35,62,0,2,74.523935
689,2011-01-23,48992,94,30,0,1,7,426.072946
690,2011-01-31,53736,71,2,20,0,2,169.287785
691,2011-01-16,25378,66,22,32,1,2,419.464143
692,2011-02-14,76731,64,2,68,0,1,201.455005
693,2011-01-12,0,64,11,85,0,1,662.69318
694,2011-01-28,69379,103,14,79,0,1,494.4
695,2011-02-27,57449,103,6,28,0,2,494.4
696,2011-01-02,0,68,7,31,0,7,326.4
697,2011-01-02,0,93,30,70,0,6,669.6
698,2011-01-20,33806,89,32,59,0,2,395.729716
699,2011-01-29,77048,103,20,41,0,1,141.199465
700,2011-01-11,74965,90,20,93,0,2,58.557552
701,2011-01-09,34095,63,5,99,0,2,302.4
702,2011-02-22,0,66,16,35,4,1,316.8
703,2011-01-15,96045,61,24,35,0,1,8.582971
704,2011-02-12,86355,118,27,86,0,2,285.418473
705,2011-01-21,27824,118,32,9,0,8,566.4
706,2011-02-27,42995,101,10,22,0,2,410.508316
707,2011-02-04,21235,79,18,56,0,1,244.23135
708,2011-01-17,74585,106,1,49,0,1,218.598065
709,2011-01-10,41833,103,28,43,0,1,643.826716
710,2011-02-19,23908,70,18,57,0,4,336.0
711,2011-01-03,0,65,9,31,0,2,312.0
712,2011-01-26,61953,113,5,63,0,1,497.047297
713,2011-02-28,0,142,5,87,0,1,1022.4
714,2011-01-13,0,137,25,45,0,1,657.6
715,2011-01-31,73760,107,16,3,1,2,230.245772
716,2011-02-16,23333,74,8,43,0,1,5.622751
717,2011-01-08,0,61,6,30,0,1,292.8
718,2011-02-03,20440,128,11,54,2,9,614.4
719,2011-02-11,86073,136,3,32,0,1,333.5671
720,2011-01-10,50943,139,18,14,0,1,667.2
721,2011-02-23,19003,71,29,21,0,1,34.651305
722,2011-01-10,46703,108,0,48,0,6,678.100487
723,2011-01-26,14072,71,13,3,0,2,511.2
724,2011-02-06,21733,73,17,37,0,2,525.6
725,2011-01-20,20811,61,33,61,0,1,292.8
726,2011-02-03,11904,61,34,11,2,3,292.8
727,2011-02-13,43490,114,24,63,4,6,174.588413
728,2011-01-17,57340,67,7,19,0,2,159.391681
729,2011-02-09,49088,97,4,46,0,3,698.4
730,2011-01-02,47761,131,2,54,0,6,232.711071
731,2011-02-26,70930,99,2,21,0,2,190.43446
732,2011-02-13,61281,110,7,16,0,7,79.865605
733,2011-02-22,0,82,4,77,1,3,393.6
734,2011-02-26,25290,66,0,4,0,2,382.085897
735,2011-02-12,24239,88,25,5,0,8,48.348319
736,2011-01-21,82664,114,24,10,3,9,133.425609
737,2011-02-05,83210,110,0,25,0,3,528.0
738,2011-02-18,38736,81,7,35,0,2,561.414794
739,2011-01-17,0,66,0,10,0,9,316.8
740,2011-02-13,55437,64,5,78,1,2,445.287788
741,2011-02-03,0,130,0,93,0,1,23.820158
742,2011-01-01,0,71,33,83,0,3,407.99684
743,2011-02-19,29066,100,13,51,0,3,844.229478
744,2011-02-25,54337,72,27,7,0,1,345.6
745,2011-02-19,67616,96,25,17,0,2,340.306584
746,2011-02-16,41082,63,23,94,0,2,106.647493
747,2011-02-13,0,73,12,71,0,4,626.116259
748,2011-01-03,36650,69,2,70,1,1,56.60333
749,2011-02-19,50631,112,19,12,4,2,784.65781
750,2011-01-22,19592,92,31,63,0,2,441.6
751,2011-01-23,0,114,30,1,0,2,547.2
752,2011-02-12,55761,115,22,73,0,2,86.27772
753,2011-02-02,17576,71,29,70,0,1,398.502948
754,2011-02-24,41449,89,15,45,0,5,63.516572
755,2011-01-05,14290,271,20,40,0,1,1300.8
756,2011-02-24,62007,73,4,7,0,3,120.015609
757,2011-02-26,21921,206,14,44,0,3,1254.137899
758,2011-01-17,42621,66,8,3,0,3,316.8
759,2011-01-22,0,87,16,41,1,2,417.6
760,2011-01-07,63786,196,30,81,0,1,798.002689
761,2011-01-18,0,104,1,48,3,7,82.041684
762,2011-01-07,82877,99,8,89,1,3,22.819088
763,2011-02-07,0,63,0,75,0,1,302.4
764,2011-01-07,10475,88,13,81,1,2,422.4
765,2011-01-18,21952,66,20,31,0,6,316.8
766,2011-01-07,49721,132,18,49,0,2,639.971388
767,2011-01-01,88340,102,16,1,0,2,489.6
768,2011-02-13,0,65,7,28,0,1,312.0
769,2011-02-10,0,65,14,62,0,2,468.0
770,2011-01-10,24589,82,33,39,0,2,511.497882
771,2011-01-28,69379,103,14,79,0,1,494.4
772,2011-01-23,73769,61,24,95,2,3,239.540223
773,2011-02-28,66670,114,23,6,0,1,518.180364
774,2011-01-06,88854,118,6,50,0,2,715.252366
775,2011-01-20,31266,193,6,79,0,1,926.4
776,2011-02-14,43860,65,15,58,0,1,156.124914
777,2011-01-31,89284,133,4,62,2,1,402.070719
778,2011-01-13,67267,89,31,10,0,2,94.814032
779,2011-01-13,79270,95,28,61,3,2,456.0
780,2011-01-16,36692,109,1,6,1,1,523.2
781,2011-02-16,0,119,0,37,0,1,571.2
782,2011-01-11,0,107,3,65,0,3,513.6
783,2011-02-28,0,105,3,92,0,1,504.0
784,2011-01-24,0,135,8,14,0,1,972.0
785,2011-02-04,44624,71,10,79,1,2,73.883044
786,2011-01-14,0,71,1,23,0,2,340.8
787,2011-02-17,19614,85,21,32,0,2,574.024018
788,2011-01-23,0,64,31,53,0,1,632.715382
789,2011-02-14,83846,74,22,94,3,2,355.2
790,2011-02-20,51159,72,4,61,0,1,4.238626
791,2011-01-21,83772,62,13,76,0,1,42.248087
792,2011-01-19,66839,154,33,24,0,1,739.2
793,2011-02-24,88440,70,19,30,0,2,27.145151
794,2011-02-14,25666,63,7,30,2,2,270.002766
795,2011-01-27,52926,61,2,92,0,1,292.8
796,2011-02-06,0,67,16,90,0,1,494.946438
797,2011-02-22,40001,70,26,7,0,2,142.567008
798,2011-01-31,0,70,24,10,0,1,425.266308
799,2011-01-13,18024,65,13,1,0,3,312.0
800,2011-01-27,0,68,19,2,3,2,326.4
801,2011-01-28,23220,74,3,73,0,1,251.334247
802,2011-01-02,64125,108,3,44,0,3,369.818708
803,2011-01-07,58042,62,14,88,0,2,161.419528
804,2011-01-11,90034,112,5,86,0,1,537.6
805,2011-01-05,27972,61,7,38,0,1,292.8
806,2011-02-17,0,65,6,45,0,2,312.0
807,2011-02-21,50989,80,3,11,0,1,255.999709
808,2011-02-16,11885,101,18,39,0,2,484.8
809,2011-01-21,89451,63,11,2,0,1,61.769564
810,2011-02-28,0,182,3,56,0,2,1310.4
811,2011-02-12,78904,109,10,38,0,9,250.001424
812,2011-02-19,70247,83,13,19,1,1,141.799422
813,2011-02-13,32653,67,4,25,0,9,321.6
814,2011-02-21,93595,97,15,30,4,1,49.797016
815,2011-01-02,90279,115,7,64,0,2,372.175592
816,2011-02-02,0,72,3,56,0,3,542.14385
817,2011-01-22,53310,189,26,33,3,1,1360.8
818,2011-02-02,0,105,5,42,0,5,504.0
819,2011-02-22,22234,160,0,92,0,3,768.0
820,2011-01-30,91375,99,22,89,0,2,72.632934
821,2011-01-29,22250,86,10,36,0,3,720.601429
822,2011-01-27,0,80,9,69,0,7,576.0
823,2011-01-13,0,84,18,25,1,4,481.025786
824,2011-02-24,51179,71,10,25,0,2,466.176731
825,2011-01-26,38667,72,8,67,0,1,159.266473
826,2011-01-16,79487,114,20,87,0,1,547.2
827,2011-01-27,67763,107,28,10,2,9,41.283167
828,2011-01-25,0,62,8,81,2,6,503.808329
829,2011-02-06,0,71,5,20,0,5,859.599411
830,2011-01-17,71943,112,8,51,0,4,305.653785
831,2011-02-06,53526,68,27,69,0,4,278.902846
832,2011-02-17,35005,295,14,46,0,2,1416.0
833,2011-01-28,24721,67,3,76,0,1,139.963594
834,2011-02-02,0,102,29,72,2,2,734.4
835,2011-01-31,88997,72,9,71,0,3,174.041566
836,2011-02-07,48587,111,7,14,0,2,532.8
837,2011-01-05,76310,67,1,33,0,1,321.6
838,2011-02-11,73205,92,9,18,0,1,37.299865
839,2011-02-17,51056,78,27,86,0,2,95.816516
840,2011-01-14,58414,210,7,24,2,1,1008.0
841,2011-01-17,23940,107,13,34,0,7,513.6
842,2011-02-24,0,62,26,18,0,1,446.4
843,2011-02-03,44216,71,24,36,0,2,72.205362
844,2011-01-05,27972,61,7,38,0,1,292.8
845,2011-01-17,0,69,27,48,0,9,331.2
846,2011-02-08,29305,66,1,38,0,1,475.2
847,2011-02-10,53882,69,14,33,0,1,331.2
848,2011-01-15,91757,69,29,58,1,1,331.2
849,2011-01-09,33906,64,25,49,0,2,401.592109
850,2011-01-12,68158,139,28,87,1,4,253.183568
851,2011-01-20,0,134,24,86,3,5,643.2
852,2011-01-08,42165,123,22,66,0,1,799.673766
853,2011-02-02,0,101,24,11,0,1,727.2
854,2011-02-18,30817,88,25,43,0,1,91.834668
855,2011-01-23,68074,65,12,62,0,1,27.987867
856,2011-02-12,0,131,20,59,0,2,842.391832
857,2011-02-19,71135,92,11,64,1,3,270.563995
858,2011-01-12,0,61,30,35,0,3,292.8
859,2011-01-26,37722,116,8,23,0,8,158.077504
860,2011-02-27,0,139,5,56,0,2,667.2
861,2011-01-04,44705,71,21,63,0,6,148.173152
862,2011-02-14,64642,96,3,79,0,2,404.265696
863,2011-01-11,50071,71,3,32,0,1,18.918935
864,2011-01-24,46754,106,5,70,1,9,513.818403
865,2011-02-03,64801,64,23,19,0,2,268.471802
866,2011-01-18,70410,83,25,13,0,1,131.828507
867,2011-01-18,66957,131,31,4,1,1,628.8
868,2011-02-04,24213,78,11,28,1,2,374.4
869,2011-02-19,0,101,1,83,4,1,960.115399
870,2011-01-19,79751,63,15,67,0,1,392.235698
871,2011-01-16,86122,182,33,54,1,1,873.6
872,2011-02-17,82297,116,5,62,0,1,0.382107
873,2011-01-30,82210,68,33,46,4,1,51.961915
874,2011-02-04,43259,73,12,18,0,2,350.4
875,2011-01-27,0,79,7,72,0,2,379.2
876,2011-01-20,25064,62,17,34,0,1,297.6
877,2011-02-07,25816,119,18,63,0,1,571.2
878,2011-01-10,0,73,14,74,0,8,350.853987
879,2011-02-21,41662,69,27,73,0,6,217.973168
880,2011-02-03,96170,92,8,86,0,1,441.6
881,2011-01-01,46072,64,0,61,0,4,25.934064
882,2011-02-23,37931,99,8,31,0,2,475.2
883,2011-01-19,35127,62,9,21,0,5,297.6
884,2011-01-20,72450,66,21,58,0,1,84.218363
885,2011-02-11,93087,131,14,25,3,1,628.8
886,2011-01-03,22398,67,23,76,2,1,321.6
887,2011-02-20,92983,87,9,77,1,2,153.205591
888,2011-01-18,27689,239,0,72,2,1,2893.239678
889,2011-02-21,69654,118,10,50,0,7,629.532731
890,2011-01-21,80744,111,15,19,0,2,361.284757
891,2011-02-06,0,112,13,59,0,1,1185.988301
892,2011-02-01,0,64,7,5,1,2,460.8
893,2011-01-31,76358,66,25,3,0,2,86.461582
894,2011-02-17,18608,71,13,24,0,1,340.8
895,2011-01-10,73168,70,21,50,0,3,425.800112
896,2011-01-12,21190,65,24,68,2,1,312.0
897,2011-02-10,94041,66,14,11,0,1,159.756733
898,2011-01-04,91474,113,9,99,0,2,24.087774
899,2011-01-16,61469,63,16,65,5,3,302.4
900,2011-01-05,16618,62,0,40,0,1,219.288706
901,2011-01-21,48081,188,31,12,0,5,881.360959
902,2011-01-02,67632,121,0,44,0,4,26.951627
903,2011-02-16,34115,119,6,73,0,6,466.122541
904,2011-01-01,23051,99,31,86,0,1,475.2
905,2011-02-16,23748,99,0,24,0,2,607.095655
906,2011-01-15,40589,69,23,68,0,2,331.2
907,2011-01-02,50809,83,29,58,0,2,290.381707
908,2011-01-05,66676,97,0,40,0,1,558.099357
909,2011-02-21,52339,70,7,55,3,2,336.0
910,2011-02-05,14973,115,2,75,0,2,828.0
911,2011-01-14,0,83,2,47,0,4,540.514115
912,2011-02-10,31546,65,4,83,0,9,100.049832
913,2011-01-12,67763,73,17,69,1,1,59.861963
914,2011-01-15,83170,97,0,53,0,2,344.118069
915,2011-02-10,19464,84,10,94,1,1,871.505797
916,2011-02-02,66943,65,33,10,1,7,53.084753
917,2011-02-19,81872,115,10,55,0,2,256.43803
918,2011-01-19,50450,90,11,68,0,2,135.892444
919,2011-01-21,21342,62,34,72,0,3,74.350893
920,2011-01-08,34621,108,21,32,1,8,621.464468
921,2011-01-20,62396,64,13,18,0,2,307.2
922,2011-01-07,97212,93,28,61,0,1,360.05589
923,2011-01-07,49648,70,0,23,0,1,65.954813
924,2011-01-23,97984,61,1,36,1,5,407.450118
925,2011-02-03,26308,114,10,30,0,3,547.2
926,2011-01-17,63528,256,15,23,0,1,1228.8
927,2011-02-18,20225,114,27,64,1,6,547.2
928,2011-02-18,0,112,3,84,0,7,806.4
929,2011-01-24,87620,64,3,15,0,2,24.063693
930,2011-01-26,0,72,22,79,0,2,311.329282
931,2011-01-14,34990,65,23,73,0,1,42.689135
932,2011-01-26,99934,71,9,12,0,3,460.323855
933,2011-01-07,85702,67,9,74,0,6,249.085887
934,2011-02-09,94648,69,19,64,0,1,331.2
935,2011-01-25,24516,71,11,23,0,8,300.607591
936,2011-01-21,61063,85,21,4,0,2,262.504882
937,2011-02-21,0,74,27,91,0,1,263.365432
938,2011-02-14,0,64,23,71,0,6,307.2
939,2011-01-28,15169,63,34,15,0,3,302.4
940,2011-02-05,55390,71,34,29,0,2,256.268091
941,2011-02-20,27592,62,6,29,0,1,297.6
942,2011-02-27,88264,62,8,34,0,1,297.6
943,2011-01-01,83297,113,6,28,0,1,542.4
944,2011-01-24,0,188,35,82,0,7,1353.6
945,2011-01-14,0,90,21,21,0,2,432.0
946,2011-02-02,55897,104,33,5,0,1,499.2
947,2011-01-11,21297,71,26,56,0,1,45.507952
948,2011-01-17,87560,98,4,86,1,2,470.4
949,2011-01-26,0,96,5,7,4,1,691.2
950,2011-02-17,0,85,3,53,0,1,408.0
951,2011-02-13,89398,86,5,57,0,1,82.409922
952,2011-02-20,36843,68,12,11,3,1,357.642982
953,2011-01-22,0,134,23,16,0,4,643.2
954,2011-02-22,34946,65,30,63,0,1,420.35698
955,2011-01-19,75680,78,27,6,0,6,136.787725
956,2011-02-14,0,69,23,13,0,7,331.2
957,2011-01-26,37722,116,8,23,0,8,158.077504
958,2011-01-31,10269,65,12,5,0,3,170.798204
959,2011-02-06,49714,63,29,64,3,4,266.165535
960,2011-01-28,77517,129,19,20,0,2,98.921782
961,2011-01-06,81082,73,5,85,0,4,281.295903
962,2011-02-27,72540,88,7,3,0,2,631.743039
963,2011-02-28,0,65,8,58,0,1,468.0
964,2011-01-25,61546,68,4,27,0,3,29.209521
965,2011-02-13,44818,67,25,41,1,2,136.883999
966,2011-01-02,17622,65,1,36,1,3,312.0
967,2011-02-03,0,72,14,24,0,1,518.4
968,2011-02-28,79797,84,27,46,0,1,31.755601
969,2011-01-30,36234,63,0,44,0,5,113.534474
970,2011-01-11,28919,173,5,88,0,3,830.4
971,2011-01-17,0,68,6,93,0,8,480.159011
972,2011-01-04,63568,65,19,5,0,2,390.792553
973,2011-02-26,73935,64,13,29,1,1,72.071195
974,2011-01-27,0,66,15,56,0,3,316.8
975,2011-01-04,18846,115,16,84,0,3,552.0
976,2011-02-11,38893,103,19,40,0,9,41.965252
977,2011-01-26,0,153,25,5,0,1,1027.000029
978,2011-02-28,84824,196,7,4,0,9,319.820747
979,2011-02-07,20068,86,8,28,0,3,411.011162
980,2011-02-25,0,125,21,34,0,1,600.0
981,2011-01-03,0,135,32,61,0,8,648.0
982,2011-01-20,97245,70,29,29,0,2,4.110585
983,2011-02-26,51808,61,3,12,1,1,351.149904
984,2011-02-19,71391,67,29,39,0,2,284.000172
985,2011-02-21,0,73,17,44,0,7,496.474767
986,2011-01-28,0,100,5,54,0,7,925.137143
987,2011-01-26,23496,77,17,88,0,8,13.164097
988,2011-01-04,22562,65,4,81,0,1,312.0
989,2011-01-05,23986,119,31,3,0,1,463.335061
990,2011-02-05,22974,71,0,8,0,1,180.667969
991,2011-01-19,0,101,21,35,0,2,484.8
992,2011-02-15,61844,106,19,74,0,2,508.8
993,2011-02-01,24804,73,19,98,0,2,350.4
994,2011-02-09,27760,104,13,71,0,2,302.764283
995,2011-02-05,74454,71,25,29,0,3,340.8
996,2011-01-17,29462,107,28,23,1,1,513.6
997,2011-02-23,52266,68,14,98,0,1,141.922839
998,2011-02-07,0,70,18,99,0,2,349.783046
999,2011-02-26,23599,103,20,46,0,1,494.4
1000,2011-01-19,36088,72,16,31,0,9,345.6
1001,2011-01-15,70534,104,31,71,0,3,54.065538
1002,2011-01-29,27398,125,4,71,1,2,600.0
1003,2011-01-07,85296,68,15,47,0,6,342.515136
1004,2011-01-30,31063,92,20,19,0,2,441.6
1005,2011-02-25,0,92,8,28,0,3,1027.177255
1006,2011-01-21,52367,81,25,64,0,1,275.989978
1007,2011-02-15,58651,71,6,95,0,3,472.599683
1008,2011-01-23,84831,192,13,37,0,2,1336.931716
1009,2011-02-28,49088,114,17,87,1,2,547.2
1010,2011-01-28,70263,93,30,66,0,5,7.345946
1011,2011-01-15,45354,285,5,51,0,1,540.141566
1012,2011-01-11,0,63,11,73,0,2,383.363758
1013,2011-01-08,28334,83,3,44,0,7,537.765151
1014,2011-02-09,38772,90,8,87,0,2,321.873474
1015,2011-02-26,41479,94,14,38,1,1,19.575683
1016,2011-02-19,23909,119,21,86,0,2,571.2
1017,2011-01-03,48328,63,22,12,0,7,108.138715
1018,2011-01-27,86689,85,3,72,0,1,408.0
1019,2011-02-02,24204,99,25,41,1,1,707.303416
1020,2011-01-25,25943,110,26,83,0,1,1067.333126
1021,2011-02-12,0,73,5,72,0,7,807.947292
1022,2011-01-07,62375,92,34,34,0,1,618.630955
1023,2011-01-22,0,71,7,24,0,2,404.272806
1024,2011-01-12,0,148,8,18,0,2,710.4
1025,2011-01-15,70200,65,25,10,0,2,312.0
1026,2011-01-30,0,112,16,62,0,1,707.977614
1027,2011-01-19,79027,70,13,37,0,5,336.0
1028,2011-01-18,26736,63,6,64,0,1,367.92773
1029,2011-02-19,26893,68,1,31,0,5,68.226001
1030,2011-01-10,47406,94,2,96,1,6,287.149807
1031,2011-01-02,17622,65,1,36,1,3,312.0
1032,2011-02-25,27572,124,11,57,0,2,595.2
1033,2011-01-15,0,72,7,34,2,7,391.636628
1034,2011-01-29,32802,114,31,8,0,1,547.2
1035,2011-02-19,18400,89,26,52,0,8,640.8
1036,2011-02-10,90844,118,10,98,0,2,232.674417
1037,2011-01-09,44685,69,1,41,0,2,331.2
1038,2011-02-07,0,80,30,8,0,1,336.50961
1039,2011-02-09,42589,98,8,73,0,1,470.4
1040,2011-01-09,0,72,17,55,0,2,345.6
1041,2011-01-13,63009,112,17,49,0,2,485.286815
1042,2011-02-04,79583,109,12,76,2,1,523.2
1043,2011-02-21,89129,64,24,93,0,1,328.870868
1044,2011-01-09,0,69,23,15,0,1,496.8
1045,2011-01-11,94389,107,16,76,0,8,85.063708
1046,2011-02-03,0,197,5,50,0,9,1418.4
1047,2011-02-17,84106,64,0,86,0,2,334.408717
1048,2011-02-26,0,69,2,71,0,1,42.096415
1049,2011-02-07,76717,66,26,10,0,6,300.528579
1050,2011-01-20,51978,66,18,81,0,1,144.782152
1051,2011-02-21,47325,107,0,92,0,6,64.598216
